Area Name,Year,Variable,Value
Maryland,2014,Property Crimes Per 100,2508
Wyoming,2003,Property Crimes Per 100,3316
Maryland,2013,Property Crimes Per 100,2664
New York,2009,Property Crimes Per 100,1936
Idaho,2009,Violent Crimes Per 100,228
Oregon,1996,Property Crimes Per 100,5534
Hawaii,2016,Property Crimes Per 100,2993
North Dakota,1990,Property Crimes Per 100,2848
Missouri,2008,Violent Crimes Per 100,504
Pennsylvania,2003,Violent Crimes Per 100,398
Montana,2003,Violent Crimes Per 100,365
New Jersey,1993,Violent Crimes Per 100,627
Nebraska,1995,Crimes Per 100,4545
Illinois,2005,Crimes Per 100,3632
South Dakota,1991,Violent Crimes Per 100,182
Utah,2004,Crimes Per 100,4322
Mississippi,2013,Crimes Per 100,2992
Nevada,2014,Property Crimes Per 100,2625
Montana,2016,Property Crimes Per 100,2684
Vermont,2000,Property Crimes Per 100,2873
Oklahoma,2011,Crimes Per 100,3811
Vermont,2001,Crimes Per 100,2769
Wyoming,1998,Crimes Per 100,3808
Minnesota,2012,Crimes Per 100,2799
Wisconsin,1993,Crimes Per 100,4054
Wisconsin,2013,Crimes Per 100,2460
Hawaii,2008,Property Crimes Per 100,3571
Arkansas,2001,Property Crimes Per 100,3681
Connecticut,2010,Violent Crimes Per 100,281
Alabama,2001,Crimes Per 100,4319
Wisconsin,2016,Violent Crimes Per 100,306
Rhode Island,2008,Violent Crimes Per 100,249
Maine,2013,Violent Crimes Per 100,122
Michigan,1993,Violent Crimes Per 100,792
Indiana,1994,Violent Crimes Per 100,525
Arizona,2012,Crimes Per 100,3968
District of Columbia,1992,Crimes Per 100,11407
Tennessee,2010,Violent Crimes Per 100,613
Arkansas,2015,Property Crimes Per 100,3252
Indiana,1992,Property Crimes Per 100,4178
Kentucky,1994,Property Crimes Per 100,2893
South Carolina,2015,Crimes Per 100,3798
Texas,2016,Crimes Per 100,3194
Georgia,2002,Crimes Per 100,4507
Colorado,2013,Crimes Per 100,2950
Georgia,1994,Crimes Per 100,6010
North Carolina,2014,Violent Crimes Per 100,330
Michigan,1997,Crimes Per 100,4917
Maine,2016,Violent Crimes Per 100,124
Washington,1999,Violent Crimes Per 100,377
Tennessee,2001,Violent Crimes Per 100,745
Wyoming,1991,Violent Crimes Per 100,310
Wisconsin,2006,Crimes Per 100,3101
South Dakota,2004,Crimes Per 100,2105
Nevada,2002,Crimes Per 100,4498
Michigan,2015,Violent Crimes Per 100,416
Texas,1996,Violent Crimes Per 100,644
Kentucky,2013,Crimes Per 100,2562
Mississippi,1993,Crimes Per 100,4418
Mississippi,2010,Crimes Per 100,3255
Texas,1994,Property Crimes Per 100,5166
South Dakota,1997,Property Crimes Per 100,3048
Montana,2003,Property Crimes Per 100,3096
Nebraska,2004,Property Crimes Per 100,3521
New Hampshire,2001,Property Crimes Per 100,2151
Wyoming,2004,Property Crimes Per 100,3334
Virginia,2000,Property Crimes Per 100,2746
Pennsylvania,1999,Property Crimes Per 100,2693
New York,1999,Violent Crimes Per 100,589
Tennessee,1999,Property Crimes Per 100,3999
Utah,1990,Property Crimes Per 100,5376
North Carolina,2000,Property Crimes Per 100,4422
Maine,2008,Property Crimes Per 100,2452
New Jersey,1990,Property Crimes Per 100,4800
Indiana,2005,Crimes Per 100,3780
Montana,1990,Crimes Per 100,4502
North Carolina,1999,Crimes Per 100,5176
Maryland,2006,Crimes Per 100,4159
Indiana,2008,Crimes Per 100,3670
Colorado,2014,Crimes Per 100,2839
Illinois,1990,Crimes Per 100,5935
Alabama,2010,Crimes Per 100,3895
Tennessee,2014,Violent Crimes Per 100,608
Wyoming,2014,Violent Crimes Per 100,196
Florida,2010,Property Crimes Per 100,3558
Hawaii,2014,Property Crimes Per 100,3050
Mississippi,1997,Property Crimes Per 100,4161
Louisiana,1991,Violent Crimes Per 100,951
West Virginia,2007,Property Crimes Per 100,2525
Utah,1999,Violent Crimes Per 100,276
Virginia,1993,Violent Crimes Per 100,372
Idaho,2016,Violent Crimes Per 100,230
Nevada,2004,Violent Crimes Per 100,616
Hawaii,1999,Property Crimes Per 100,4601
Hawaii,1998,Property Crimes Per 100,5086
Hawaii,1990,Property Crimes Per 100,5826
Connecticut,1998,Property Crimes Per 100,3420
Tennessee,2000,Property Crimes Per 100,4183
Oregon,2002,Property Crimes Per 100,4578
Tennessee,1990,Property Crimes Per 100,4381
South Carolina,1994,Property Crimes Per 100,4970
New York,2008,Violent Crimes Per 100,398
Illinois,2014,Violent Crimes Per 100,370
Texas,2011,Property Crimes Per 100,3472
Kentucky,1991,Property Crimes Per 100,2920
Hawaii,1993,Property Crimes Per 100,6016
Arizona,1996,Violent Crimes Per 100,632
Utah,2007,Property Crimes Per 100,3500
Missouri,2012,Property Crimes Per 100,3314
Arizona,2000,Property Crimes Per 100,5298
Colorado,1995,Property Crimes Per 100,4956
Oklahoma,1999,Property Crimes Per 100,4176
Arkansas,1992,Crimes Per 100,4762
Alabama,1994,Crimes Per 100,4903
Maine,1995,Crimes Per 100,3285
Arizona,2013,Crimes Per 100,3805
District of Columbia,2008,Crimes Per 100,6542
Wyoming,2015,Violent Crimes Per 100,222
Alaska,1990,Property Crimes Per 100,4628
Wyoming,2015,Crimes Per 100,2125
Michigan,1991,Crimes Per 100,6138
Louisiana,1991,Crimes Per 100,6425
Kansas,1991,Crimes Per 100,5534
Illinois,1995,Crimes Per 100,5456
Hawaii,1996,Crimes Per 100,6585
Utah,1992,Crimes Per 100,5659
North Dakota,1990,Crimes Per 100,2922
Iowa,2005,Crimes Per 100,3125
Connecticut,2014,Crimes Per 100,2157
Oregon,1998,Property Crimes Per 100,5227
Nevada,2004,Property Crimes Per 100,4207
New Hampshire,2004,Property Crimes Per 100,2040
Oklahoma,1993,Property Crimes Per 100,4659
Nevada,2000,Property Crimes Per 100,3744
North Dakota,1995,Property Crimes Per 100,2780
Arizona,2015,Property Crimes Per 100,3033
Rhode Island,1996,Crimes Per 100,3994
Illinois,2003,Crimes Per 100,3844
Utah,2008,Violent Crimes Per 100,222
Maryland,2016,Violent Crimes Per 100,472
Virginia,1999,Violent Crimes Per 100,315
South Carolina,1999,Violent Crimes Per 100,847
Montana,2007,Violent Crimes Per 100,288
Virginia,2004,Violent Crimes Per 100,276
New Jersey,2007,Violent Crimes Per 100,329
Texas,2007,Crimes Per 100,4632
New Mexico,2013,Crimes Per 100,4302
South Carolina,2006,Violent Crimes Per 100,765
Vermont,2001,Violent Crimes Per 100,105
Texas,2003,Violent Crimes Per 100,553
Ohio,2005,Violent Crimes Per 100,351
Nevada,2006,Violent Crimes Per 100,741
Ohio,2005,Property Crimes Per 100,3663
Ohio,1995,Property Crimes Per 100,3923
Minnesota,1995,Violent Crimes Per 100,356
New York,1992,Violent Crimes Per 100,1122
Illinois,2001,Violent Crimes Per 100,637
Idaho,1990,Violent Crimes Per 100,276
Arkansas,2003,Violent Crimes Per 100,456
Colorado,1999,Violent Crimes Per 100,341
Oklahoma,2004,Property Crimes Per 100,4242
Pennsylvania,1991,Property Crimes Per 100,3109
Mississippi,2001,Property Crimes Per 100,3835
Louisiana,2009,Property Crimes Per 100,3795
New Jersey,1995,Property Crimes Per 100,4104
Massachusetts,2004,Property Crimes Per 100,2460
Georgia,2009,Property Crimes Per 100,3667
New York,1994,Property Crimes Per 100,4105
Hawaii,2003,Property Crimes Per 100,5275
Florida,2008,Violent Crimes Per 100,689
Indiana,1998,Violent Crimes Per 100,431
Georgia,2000,Violent Crimes Per 100,505
Maine,1993,Violent Crimes Per 100,126
Delaware,2007,Property Crimes Per 100,3370
Idaho,1991,Property Crimes Per 100,3905
Alabama,2009,Violent Crimes Per 100,450
Washington,2011,Property Crimes Per 100,3575
Virginia,2015,Violent Crimes Per 100,196
Ohio,2015,Violent Crimes Per 100,292
Virginia,2005,Violent Crimes Per 100,283
Missouri,2013,Violent Crimes Per 100,422
Vermont,1991,Violent Crimes Per 100,117
North Dakota,1994,Crimes Per 100,2736
Idaho,2008,Crimes Per 100,2330
North Carolina,2012,Violent Crimes Per 100,353
Louisiana,2016,Property Crimes Per 100,3298
Oregon,1991,Violent Crimes Per 100,506
Massachusetts,1996,Violent Crimes Per 100,642
Missouri,1995,Violent Crimes Per 100,664
Washington,2011,Crimes Per 100,3869
Wyoming,2011,Crimes Per 100,2486
Rhode Island,2012,Crimes Per 100,2824
Rhode Island,2008,Crimes Per 100,3090
Vermont,1995,Property Crimes Per 100,3315
Tennessee,2004,Crimes Per 100,5002
Wisconsin,1996,Crimes Per 100,3821
Maryland,1990,Crimes Per 100,5830
Arizona,2000,Crimes Per 100,5830
Kansas,1998,Violent Crimes Per 100,417
Arkansas,2014,Violent Crimes Per 100,480
Kentucky,2002,Crimes Per 100,2903
Alaska,2005,Crimes Per 100,4244
Idaho,2012,Violent Crimes Per 100,208
Iowa,2007,Violent Crimes Per 100,295
Nebraska,1993,Violent Crimes Per 100,339
Connecticut,2014,Violent Crimes Per 100,237
Oregon,2009,Crimes Per 100,3222
Illinois,2014,Property Crimes Per 100,2076
North Dakota,1998,Property Crimes Per 100,2592
Florida,2014,Property Crimes Per 100,3416
Florida,2011,Violent Crimes Per 100,515
District of Columbia,1992,Violent Crimes Per 100,2833
Kansas,2013,Property Crimes Per 100,2947
Montana,2004,Property Crimes Per 100,2936
Montana,1997,Property Crimes Per 100,4277
Illinois,2010,Property Crimes Per 100,2681
Nebraska,1992,Property Crimes Per 100,3975
Illinois,2007,Property Crimes Per 100,2936
Massachusetts,1994,Property Crimes Per 100,3733
Iowa,1999,Property Crimes Per 100,2944
Colorado,2002,Property Crimes Per 100,4000
District of Columbia,2001,Violent Crimes Per 100,1737
Hawaii,1997,Violent Crimes Per 100,278
Arkansas,2000,Violent Crimes Per 100,445
Connecticut,1993,Crimes Per 100,4560
New Hampshire,2014,Violent Crimes Per 100,196
Oregon,2011,Violent Crimes Per 100,248
Georgia,1996,Violent Crimes Per 100,639
Arizona,2009,Violent Crimes Per 100,408
South Carolina,2012,Property Crimes Per 100,3822
Texas,1992,Violent Crimes Per 100,806
Illinois,1993,Property Crimes Per 100,4658
Arkansas,1993,Property Crimes Per 100,4218
Alabama,2009,Property Crimes Per 100,3772
Wisconsin,2009,Property Crimes Per 100,2608
Nebraska,2006,Property Crimes Per 100,3340
Montana,2004,Violent Crimes Per 100,294
Idaho,2010,Violent Crimes Per 100,221
New Hampshire,1999,Violent Crimes Per 100,97
Ohio,2000,Violent Crimes Per 100,334
Pennsylvania,1997,Property Crimes Per 100,2989
Pennsylvania,1996,Violent Crimes Per 100,480
New York,2000,Violent Crimes Per 100,554
Arizona,2015,Violent Crimes Per 100,410
Michigan,1994,Violent Crimes Per 100,766
Hawaii,2015,Crimes Per 100,4089
Arizona,2011,Crimes Per 100,3960
Delaware,2002,Crimes Per 100,3939
District of Columbia,1995,Crimes Per 100,12174
Arkansas,2003,Crimes Per 100,4088
Minnesota,2004,Violent Crimes Per 100,270
North Dakota,1992,Violent Crimes Per 100,83
Minnesota,1998,Violent Crimes Per 100,310
New York,1991,Violent Crimes Per 100,1164
Montana,1994,Crimes Per 100,5019
Iowa,2004,Crimes Per 100,3176
New Hampshire,1998,Crimes Per 100,2420
New Hampshire,2007,Crimes Per 100,2029
New York,1996,Property Crimes Per 100,3405
Florida,2013,Crimes Per 100,3565
Minnesota,1999,Crimes Per 100,3598
Oklahoma,1994,Crimes Per 100,5570
Iowa,2014,Crimes Per 100,2367
North Carolina,1990,Crimes Per 100,5486
New Jersey,1991,Crimes Per 100,5431
District of Columbia,2012,Crimes Per 100,6105
Iowa,2002,Property Crimes Per 100,3164
Tennessee,2010,Property Crimes Per 100,3658
Texas,2010,Property Crimes Per 100,3783
Tennessee,2005,Property Crimes Per 100,4276
Massachusetts,2014,Property Crimes Per 100,1857
Connecticut,2001,Property Crimes Per 100,2782
Maine,2016,Crimes Per 100,1770
Iowa,1994,Crimes Per 100,3655
California,2005,Property Crimes Per 100,3323
West Virginia,2008,Violent Crimes Per 100,274
Delaware,1998,Crimes Per 100,5363
South Carolina,1992,Crimes Per 100,5893
West Virginia,2014,Violent Crimes Per 100,302
Arkansas,1995,Crimes Per 100,4691
Virginia,2013,Violent Crimes Per 100,188
Alabama,2009,Crimes Per 100,4222
Oregon,1992,Crimes Per 100,5821
Rhode Island,1995,Property Crimes Per 100,3877
Iowa,1996,Crimes Per 100,3649
Wyoming,1996,Property Crimes Per 100,4004
South Carolina,2001,Crimes Per 100,4753
South Dakota,2011,Crimes Per 100,2072
Wyoming,2004,Crimes Per 100,3564
Wyoming,2006,Crimes Per 100,3220
Washington,2010,Property Crimes Per 100,3707
New Jersey,2010,Property Crimes Per 100,2082
Nevada,2012,Property Crimes Per 100,2809
Texas,2009,Crimes Per 100,4506
California,2010,Violent Crimes Per 100,441
Alaska,2005,Violent Crimes Per 100,632
Alaska,2002,Violent Crimes Per 100,565
Florida,2012,Property Crimes Per 100,3277
New York,2009,Violent Crimes Per 100,385
Montana,2010,Violent Crimes Per 100,272
Maryland,2014,Violent Crimes Per 100,446
Pennsylvania,2014,Violent Crimes Per 100,314
Utah,2000,Violent Crimes Per 100,256
Oklahoma,1999,Violent Crimes Per 100,508
Nebraska,2008,Violent Crimes Per 100,304
Connecticut,2012,Violent Crimes Per 100,283
Indiana,1999,Property Crimes Per 100,3391
South Carolina,2002,Violent Crimes Per 100,823
New Jersey,2010,Violent Crimes Per 100,308
Nebraska,2010,Property Crimes Per 100,2673
Nevada,2011,Property Crimes Per 100,2561
Minnesota,2014,Crimes Per 100,2527
Missouri,2013,Crimes Per 100,3559
Arkansas,1996,Crimes Per 100,4699
Indiana,1990,Crimes Per 100,4683
Colorado,2004,Crimes Per 100,4293
Connecticut,2005,Crimes Per 100,2833
Alaska,1996,Crimes Per 100,5450
South Dakota,2009,Crimes Per 100,1905
Virginia,2007,Crimes Per 100,2736
South Carolina,2012,Crimes Per 100,4381
New York,2014,Crimes Per 100,2100
Vermont,2007,Crimes Per 100,2447
Alaska,2009,Property Crimes Per 100,2946
Delaware,2002,Property Crimes Per 100,3346
Michigan,1997,Property Crimes Per 100,4327
Idaho,1990,Crimes Per 100,4057
Arizona,2010,Crimes Per 100,3942
Colorado,1999,Crimes Per 100,4063
Colorado,2001,Crimes Per 100,4219
Illinois,1998,Crimes Per 100,4859
Colorado,1996,Crimes Per 100,5119
Idaho,2005,Crimes Per 100,2955
Maryland,1997,Crimes Per 100,5653
Maine,1999,Crimes Per 100,2875
Texas,2000,Crimes Per 100,4956
Minnesota,2010,Property Crimes Per 100,2572
Louisiana,2008,Crimes Per 100,4479
Montana,1999,Crimes Per 100,3534
New Hampshire,1996,Crimes Per 100,2824
New Jersey,1994,Crimes Per 100,4661
New Mexico,1994,Crimes Per 100,6188
Iowa,1993,Crimes Per 100,3846
Michigan,2004,Crimes Per 100,3548
Connecticut,1990,Property Crimes Per 100,4833
New Mexico,2014,Violent Crimes Per 100,597
Vermont,1997,Violent Crimes Per 100,120
Rhode Island,1999,Violent Crimes Per 100,287
New York,2010,Violent Crimes Per 100,392
Nevada,2005,Violent Crimes Per 100,607
New Jersey,2012,Violent Crimes Per 100,290
Minnesota,2010,Violent Crimes Per 100,236
Indiana,2014,Violent Crimes Per 100,365
Oregon,2006,Violent Crimes Per 100,280
Nebraska,2014,Violent Crimes Per 100,280
Wisconsin,2004,Crimes Per 100,2873
Nevada,2011,Crimes Per 100,3123
Connecticut,2006,Violent Crimes Per 100,280
Virginia,2013,Crimes Per 100,2254
Oregon,2001,Violent Crimes Per 100,307
Massachusetts,2007,Violent Crimes Per 100,432
Montana,2010,Property Crimes Per 100,2544
South Carolina,1999,Property Crimes Per 100,4478
Tennessee,1993,Property Crimes Per 100,4474
Georgia,2015,Property Crimes Per 100,3022
Oklahoma,2002,Violent Crimes Per 100,504
Minnesota,2006,Violent Crimes Per 100,312
Kentucky,2014,Violent Crimes Per 100,212
Louisiana,2016,Violent Crimes Per 100,566
Maryland,2008,Violent Crimes Per 100,628
Ohio,2014,Violent Crimes Per 100,285
Oklahoma,2009,Violent Crimes Per 100,501
Nevada,1990,Violent Crimes Per 100,601
Montana,1992,Violent Crimes Per 100,170
Colorado,2011,Violent Crimes Per 100,320
Ohio,1993,Crimes Per 100,4485
Ohio,1991,Crimes Per 100,5033
Maine,2004,Crimes Per 100,2513
Massachusetts,1999,Crimes Per 100,3262
California,2013,Crimes Per 100,3054
Massachusetts,1991,Crimes Per 100,5322
Louisiana,1997,Crimes Per 100,6449
Connecticut,2000,Crimes Per 100,3233
Georgia,2006,Violent Crimes Per 100,471
Wisconsin,1996,Property Crimes Per 100,3569
South Dakota,1994,Property Crimes Per 100,2875
Alaska,2013,Violent Crimes Per 100,603
Delaware,2001,Violent Crimes Per 100,611
Louisiana,2015,Property Crimes Per 100,3353
Maine,2005,Property Crimes Per 100,2413
Michigan,2005,Property Crimes Per 100,3091
Delaware,2009,Property Crimes Per 100,3350
Kansas,1990,Property Crimes Per 100,4745
Arizona,2009,Property Crimes Per 100,3557
Idaho,2002,Violent Crimes Per 100,255
District of Columbia,1992,Property Crimes Per 100,8574
California,2007,Violent Crimes Per 100,523
Alabama,2000,Violent Crimes Per 100,486
Vermont,2016,Property Crimes Per 100,1697
New Mexico,2008,Violent Crimes Per 100,650
Kentucky,1998,Violent Crimes Per 100,328
Florida,2005,Violent Crimes Per 100,708
California,2002,Violent Crimes Per 100,595
Arkansas,1997,Violent Crimes Per 100,527
Kansas,1994,Property Crimes Per 100,4415
Washington,1998,Property Crimes Per 100,5439
Florida,2008,Property Crimes Per 100,4141
Michigan,1996,Property Crimes Per 100,4482
Alabama,2002,Property Crimes Per 100,4028
Alabama,1994,Property Crimes Per 100,4219
Mississippi,2014,Crimes Per 100,3200
Vermont,1996,Crimes Per 100,3003
Ohio,2008,Crimes Per 100,3760
West Virginia,2006,Crimes Per 100,2901
Virginia,2008,Crimes Per 100,2774
Oklahoma,2014,Crimes Per 100,3397
Pennsylvania,2006,Crimes Per 100,2882
Massachusetts,2010,Crimes Per 100,2817
Rhode Island,1997,Crimes Per 100,3654
New Mexico,1993,Property Crimes Per 100,5336
New Mexico,1998,Property Crimes Per 100,5758
Missouri,2000,Crimes Per 100,4528
Massachusetts,1997,Crimes Per 100,3675
Wyoming,1995,Crimes Per 100,4320
Illinois,2009,Property Crimes Per 100,2737
Florida,2016,Crimes Per 100,3117
Nebraska,1992,Crimes Per 100,4324
Mississippi,1997,Crimes Per 100,4630
Connecticut,2012,Crimes Per 100,2423
Connecticut,1995,Property Crimes Per 100,4097
Arkansas,1992,Property Crimes Per 100,4185
Alabama,1990,Property Crimes Per 100,4207
Georgia,1994,Violent Crimes Per 100,668
Kentucky,1997,Property Crimes Per 100,2810
Colorado,2003,Violent Crimes Per 100,347
New Hampshire,2014,Property Crimes Per 100,1963
Alaska,1997,Crimes Per 100,5273
South Carolina,2004,Violent Crimes Per 100,784
New Mexico,2007,Violent Crimes Per 100,664
Connecticut,1997,Violent Crimes Per 100,391
California,1995,Violent Crimes Per 100,966
Colorado,1990,Violent Crimes Per 100,526
North Carolina,2016,Crimes Per 100,3110
Virginia,2010,Property Crimes Per 100,2327
Utah,2004,Violent Crimes Per 100,236
Minnesota,2009,Violent Crimes Per 100,244
New Jersey,1999,Violent Crimes Per 100,412
Iowa,2009,Violent Crimes Per 100,279
Ohio,1992,Violent Crimes Per 100,526
Texas,2003,Property Crimes Per 100,4600
New Hampshire,2003,Property Crimes Per 100,2053
Montana,1990,Violent Crimes Per 100,159
Texas,2000,Violent Crimes Per 100,545
North Carolina,2005,Violent Crimes Per 100,468
Mississippi,2010,Violent Crimes Per 100,270
Oklahoma,2012,Violent Crimes Per 100,469
North Carolina,2010,Violent Crimes Per 100,363
West Virginia,1990,Violent Crimes Per 100,169
Montana,2006,Violent Crimes Per 100,253
Indiana,2012,Violent Crimes Per 100,346
North Carolina,2003,Crimes Per 100,4725
New Mexico,2005,Crimes Per 100,4851
Oregon,1995,Crimes Per 100,6564
Oklahoma,2006,Violent Crimes Per 100,497
North Carolina,2008,Violent Crimes Per 100,467
Pennsylvania,2005,Violent Crimes Per 100,425
South Dakota,2000,Violent Crimes Per 100,167
Montana,1996,Crimes Per 100,4494
South Carolina,2014,Violent Crimes Per 100,498
Maine,1993,Crimes Per 100,3154
Alaska,1995,Crimes Per 100,5754
Alaska,1991,Crimes Per 100,5702
Georgia,2002,Property Crimes Per 100,4056
Illinois,1995,Property Crimes Per 100,4460
Oregon,2008,Property Crimes Per 100,3282
Utah,2006,Property Crimes Per 100,3516
West Virginia,1995,Property Crimes Per 100,2248
Indiana,2011,Property Crimes Per 100,3162
Minnesota,2003,Property Crimes Per 100,3113
Kansas,2001,Violent Crimes Per 100,405
Michigan,2016,Property Crimes Per 100,1910
Mississippi,2005,Property Crimes Per 100,3260
Massachusetts,2005,Property Crimes Per 100,2364
Maine,2004,Property Crimes Per 100,2410
Montana,1996,Property Crimes Per 100,4333
Minnesota,1998,Property Crimes Per 100,3736
Iowa,2006,Property Crimes Per 100,2802
California,2008,Property Crimes Per 100,2940
Georgia,1996,Property Crimes Per 100,5671
Nebraska,2002,Property Crimes Per 100,3947
Rhode Island,1994,Violent Crimes Per 100,376
New Hampshire,1992,Violent Crimes Per 100,126
California,2014,Violent Crimes Per 100,396
Illinois,2009,Violent Crimes Per 100,497
Nevada,1992,Violent Crimes Per 100,697
Alaska,2016,Violent Crimes Per 100,804
Missouri,1993,Violent Crimes Per 100,744
Delaware,2010,Violent Crimes Per 100,621
Kentucky,2004,Violent Crimes Per 100,245
Louisiana,1998,Violent Crimes Per 100,780
Iowa,2008,Crimes Per 100,2705
Rhode Island,2014,Crimes Per 100,2393
New Hampshire,2012,Crimes Per 100,2512
Wyoming,1992,Crimes Per 100,4575
Washington,2003,Crimes Per 100,5102
Nevada,2008,Crimes Per 100,4172
New Mexico,2007,Crimes Per 100,4390
Pennsylvania,2015,Property Crimes Per 100,1813
Utah,2000,Property Crimes Per 100,4220
Utah,2013,Crimes Per 100,3160
Washington,2014,Crimes Per 100,3991
Tennessee,2009,Crimes Per 100,4422
Nevada,2015,Crimes Per 100,3364
Montana,2015,Crimes Per 100,2974
Nebraska,2015,Crimes Per 100,2516
Nevada,2012,Crimes Per 100,3417
Tennessee,2016,Property Crimes Per 100,2854
South Carolina,2009,Property Crimes Per 100,3889
Wisconsin,1994,Property Crimes Per 100,3674
New York,1995,Property Crimes Per 100,3718
Massachusetts,1997,Property Crimes Per 100,3031
Connecticut,2006,Property Crimes Per 100,2504
Arizona,1998,Property Crimes Per 100,5997
Indiana,2006,Property Crimes Per 100,3502
Iowa,2001,Crimes Per 100,3301
Delaware,2011,Crimes Per 100,3970
Florida,2015,Violent Crimes Per 100,462
Ohio,1996,Violent Crimes Per 100,429
Florida,1997,Crimes Per 100,7272
Maine,1996,Crimes Per 100,3394
Michigan,1992,Crimes Per 100,5611
Texas,2003,Crimes Per 100,5153
West Virginia,1996,Crimes Per 100,2483
Connecticut,2011,Violent Crimes Per 100,273
West Virginia,2013,Property Crimes Per 100,2104
Iowa,2004,Property Crimes Per 100,2905
Delaware,2003,Property Crimes Per 100,3415
Florida,1998,Property Crimes Per 100,5947
West Virginia,2010,Property Crimes Per 100,2240
New Mexico,1997,Violent Crimes Per 100,853
Oklahoma,2015,Property Crimes Per 100,2886
Virginia,2011,Property Crimes Per 100,2250
Rhode Island,2011,Property Crimes Per 100,2677
Oregon,2012,Property Crimes Per 100,3224
Ohio,2011,Property Crimes Per 100,3355
West Virginia,2003,Property Crimes Per 100,2339
Oregon,2005,Property Crimes Per 100,4400
Montana,2008,Property Crimes Per 100,2603
Michigan,2012,Violent Crimes Per 100,455
Nebraska,2006,Violent Crimes Per 100,281
New York,2007,Violent Crimes Per 100,414
Pennsylvania,2000,Violent Crimes Per 100,420
New Hampshire,2016,Violent Crimes Per 100,198
Michigan,2010,Property Crimes Per 100,2714
North Carolina,1998,Property Crimes Per 100,4743
New Hampshire,2000,Property Crimes Per 100,2258
Minnesota,2008,Violent Crimes Per 100,263
Mississippi,1993,Violent Crimes Per 100,434
Missouri,2004,Violent Crimes Per 100,491
Georgia,2005,Violent Crimes Per 100,449
Delaware,2009,Violent Crimes Per 100,637
Louisiana,2013,Crimes Per 100,4092
Maine,2001,Crimes Per 100,2688
Florida,2009,Crimes Per 100,4453
Minnesota,2010,Crimes Per 100,2808
Tennessee,2016,Crimes Per 100,3487
Utah,2014,Crimes Per 100,3094
Nebraska,2013,Property Crimes Per 100,2623
Utah,1999,Property Crimes Per 100,4701
New Jersey,2011,Crimes Per 100,2459
Vermont,1997,Crimes Per 100,2828
Texas,1990,Crimes Per 100,7827
Texas,2010,Crimes Per 100,4233
New Mexico,2012,Crimes Per 100,4160
Mississippi,1995,Property Crimes Per 100,4012
Illinois,2008,Property Crimes Per 100,2933
Colorado,2005,Violent Crimes Per 100,397
District of Columbia,1999,Violent Crimes Per 100,1628
New Jersey,2016,Property Crimes Per 100,1545
Utah,2013,Property Crimes Per 100,2950
Oregon,2013,Property Crimes Per 100,3174
South Dakota,2012,Violent Crimes Per 100,322
California,1993,Property Crimes Per 100,5379
Arizona,2003,Crimes Per 100,6147
Arkansas,1999,Crimes Per 100,4042
Louisiana,1995,Crimes Per 100,6676
Delaware,1996,Crimes Per 100,4895
Connecticut,1995,Crimes Per 100,4503
Pennsylvania,2013,Violent Crimes Per 100,327
Wisconsin,1995,Violent Crimes Per 100,281
Tennessee,1993,Violent Crimes Per 100,766
Texas,2011,Crimes Per 100,3881
Minnesota,2013,Crimes Per 100,2644
New York,2012,Crimes Per 100,2329
Rhode Island,2001,Violent Crimes Per 100,310
Nevada,2007,Violent Crimes Per 100,751
Virginia,2000,Violent Crimes Per 100,282
Montana,2001,Crimes Per 100,3689
Delaware,2015,Crimes Per 100,5945
Alaska,2014,Crimes Per 100,3396
Utah,1993,Crimes Per 100,5237
Louisiana,2014,Crimes Per 100,3974
Ohio,1995,Crimes Per 100,4405
Maine,2003,Crimes Per 100,2559
Oklahoma,1994,Property Crimes Per 100,4919
Pennsylvania,1996,Property Crimes Per 100,3076
Texas,2006,Property Crimes Per 100,4081
Pennsylvania,2006,Property Crimes Per 100,2443
Oklahoma,2002,Property Crimes Per 100,4245
Florida,2001,Violent Crimes Per 100,797
Kansas,2012,Property Crimes Per 100,3143
Utah,1991,Property Crimes Per 100,5321
Kansas,2008,Crimes Per 100,3788
Montana,2004,Crimes Per 100,3230
Oregon,1993,Crimes Per 100,5766
Kansas,1998,Crimes Per 100,4872
Hawaii,2007,Crimes Per 100,4498
Maryland,1992,Crimes Per 100,6225
Vermont,2014,Violent Crimes Per 100,99
Montana,1992,Property Crimes Per 100,4426
New Mexico,1996,Property Crimes Per 100,5762
Indiana,2008,Property Crimes Per 100,3336
New York,1997,Property Crimes Per 100,3222
Indiana,1992,Violent Crimes Per 100,508
Virginia,2016,Crimes Per 100,2077
Wyoming,2012,Crimes Per 100,2495
Texas,2014,Property Crimes Per 100,3019
Ohio,1993,Violent Crimes Per 100,504
Vermont,2008,Property Crimes Per 100,2539
Virginia,1999,Property Crimes Per 100,3059
New Jersey,2002,Property Crimes Per 100,2656
South Dakota,1996,Property Crimes Per 100,2793
South Carolina,1996,Violent Crimes Per 100,997
South Dakota,1993,Violent Crimes Per 100,208
Oregon,1992,Violent Crimes Per 100,510
Nevada,1998,Violent Crimes Per 100,644
Nebraska,2000,Violent Crimes Per 100,328
Hawaii,2008,Violent Crimes Per 100,273
Alaska,2007,Violent Crimes Per 100,661
Colorado,2004,Violent Crimes Per 100,374
Nevada,1992,Property Crimes Per 100,5507
Arizona,2012,Property Crimes Per 100,3539
Delaware,2000,Property Crimes Per 100,3794
Arizona,1997,Violent Crimes Per 100,624
